review_id,week,week_start_date,review_date,market,platform,brand,flavor,star_rating,review_text,helpful_votes,verified_purchase,is_anomaly_week,anomaly_type
R0007349,2026-W18,2026-05-06,2026-05-09,US,Walmart,Lay's,Baked,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Baked always wins!,2,True,False,
R0007350,2026-W18,2026-05-06,2026-05-07,US,Amazon US,Lay's,Magic Masala,4,Good as always. Lay's Magic Masala consistent quality. Wish bags were fuller.,24,False,False,
R0007351,2026-W18,2026-05-06,2026-05-09,US,Walmart,Lay's,Max Peri Peri,4,Really good chip. Lay's Max Peri Peri delivers on flavor. A few got crushed in shipping.,4,False,False,
R0007352,2026-W18,2026-05-06,2026-05-12,US,Amazon US,Lay's,Herb & Onion,4,Really good chip. Lay's Herb & Onion delivers on flavor. A few got crushed in shipping.,7,True,False,
R0007353,2026-W18,2026-05-06,2026-05-10,US,Walmart,Lay's,Herb & Onion,3,Lay's Herb & Onion is decent but I've had better. Nothing special.,14,True,False,
R0007354,2026-W18,2026-05-06,2026-05-11,US,Walmart,Lay's,Herb & Onion,3,Lay's Herb & Onion is decent but I've had better. Nothing special.,0,True,False,
R0007355,2026-W18,2026-05-06,2026-05-06,US,Walmart,Lay's,Herb & Onion,5,"My go-to for years. Lay's Herb & Onion always fresh, always delicious.",0,False,False,
R0007356,2026-W18,2026-05-06,2026-05-06,US,Walmart,Lay's,Herb & Onion,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Herb & Onion always wins!,5,True,False,
R0007357,2026-W18,2026-05-06,2026-05-09,US,Amazon US,Lay's,Herb & Onion,4,Good as always. Lay's Herb & Onion consistent quality. Wish bags were fuller.,10,True,False,
R0007358,2026-W18,2026-05-06,2026-05-06,US,Walmart,Lay's,American Style Cream & Onion,3,Average chip. Lay's American Style Cream & Onion used to taste better.,8,True,False,
R0007359,2026-W18,2026-05-06,2026-05-10,US,Amazon US,Lay's,Max Peri Peri,4,Really good chip. Lay's Max Peri Peri delivers on flavor. A few got crushed in shipping.,1,True,False,
R0007360,2026-W18,2026-05-06,2026-05-07,US,Walmart,Lay's,World Cup Special Edition,4,Good as always. Lay's World Cup Special Edition consistent quality. Wish bags were fuller.,9,True,False,
R0007361,2026-W18,2026-05-06,2026-05-10,US,Walmart,Lay's,American Style Cream & Onion,4,Really good chip. Lay's American Style Cream & Onion delivers on flavor. A few got crushed in shipping.,2,True,False,
R0007362,2026-W18,2026-05-06,2026-05-07,US,Walmart,Lay's,Wafer Style,5,"My go-to for years. Lay's Wafer Style always fresh, always delicious.",3,True,False,
R0007363,2026-W18,2026-05-06,2026-05-06,US,Walmart,Lay's,Chile Limon,5,Lay's Chile Limon is consistently the best chip out there. Never disappoints.,29,True,False,
R0007364,2026-W18,2026-05-06,2026-05-10,US,Walmart,Lay's,Herb & Onion,4,Good as always. Lay's Herb & Onion consistent quality. Wish bags were fuller.,15,True,False,
R0007365,2026-W18,2026-05-06,2026-05-10,US,Walmart,Lay's,Baked,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Baked always wins!,20,True,False,
R0007366,2026-W18,2026-05-06,2026-05-12,US,Walmart,Lay's,Chile Limon,4,Really good chip. Lay's Chile Limon delivers on flavor. A few got crushed in shipping.,2,True,False,
R0007367,2026-W18,2026-05-06,2026-05-10,US,Walmart,Lay's,Wafer Style,2,Lay's Wafer Style arrived stale despite expiry being months away. Disappointed.,49,True,False,
R0007368,2026-W18,2026-05-06,2026-05-06,US,Amazon US,Lay's,Chile Limon,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Chile Limon always wins!,4,True,False,
R0007369,2026-W18,2026-05-06,2026-05-09,US,Amazon US,Pringles,Wavy Ranch,5,"Pringles Wavy Ranch never fails. Perfect crunch, great flavor.",13,True,False,
R0007370,2026-W18,2026-05-06,2026-05-10,US,Walmart,Pringles,Sour Cream & Onion,4,Good chip. Pringles Sour Cream & Onion has solid flavor. Canister makes it easy to share.,37,True,False,
R0007371,2026-W18,2026-05-06,2026-05-10,US,Amazon US,Pringles,BBQ,5,"Pringles BBQ never fails. Perfect crunch, great flavor.",2,True,False,
R0007372,2026-W18,2026-05-06,2026-05-12,US,Amazon US,Pringles,Original,3,Pringles Original is fine. Nothing special at this price point.,2,False,False,
R0007373,2026-W18,2026-05-06,2026-05-06,US,Walmart,Pringles,Pizza,5,"Pringles Pizza never fails. Perfect crunch, great flavor.",22,True,False,
R0007374,2026-W18,2026-05-06,2026-05-07,US,Walmart,Pringles,Pizza,5,Once you pop you can't stop — Pizza is my all-time fave Pringles!,11,True,False,
R0007375,2026-W18,2026-05-06,2026-05-07,US,Amazon US,Pringles,Cheddar Cheese,5,Once you pop you can't stop — Cheddar Cheese is my all-time fave Pringles!,10,False,False,
R0007376,2026-W18,2026-05-06,2026-05-08,US,Amazon US,Pringles,Pizza,2,Pringles Pizza didn't taste fresh. Expected better shelf management.,5,True,False,
R0007377,2026-W18,2026-05-06,2026-05-08,US,Walmart,Pringles,Cheddar Cheese,5,"Pringles Cheddar Cheese never fails. Perfect crunch, great flavor.",2,True,False,
R0007378,2026-W18,2026-05-06,2026-05-07,US,Walmart,Pringles,Wavy Ranch,4,Good chip. Pringles Wavy Ranch has solid flavor. Canister makes it easy to share.,1,True,False,
R0007379,2026-W18,2026-05-06,2026-05-08,US,Amazon US,Pringles,Sour Cream & Onion,5,"Pringles Sour Cream & Onion never fails. Perfect crunch, great flavor.",15,True,False,
R0007380,2026-W18,2026-05-06,2026-05-08,US,Walmart,Pringles,Wavy Classic,2,Pringles Wavy Classic didn't taste fresh. Expected better shelf management.,1,False,False,
R0007381,2026-W18,2026-05-06,2026-05-06,US,Walmart,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,11,True,False,
R0007382,2026-W18,2026-05-06,2026-05-12,US,Amazon US,Pringles,Sour Cream & Onion,3,Pringles Sour Cream & Onion is fine. Nothing special at this price point.,6,True,False,
R0007383,2026-W18,2026-05-06,2026-05-12,US,Amazon US,Doritos,Nacho Cheese,4,Doritos Nacho Cheese solid as always. Maybe slightly too salty but still great.,4,True,False,
R0007384,2026-W18,2026-05-06,2026-05-07,US,Amazon US,Doritos,Nacho Cheese,5,"Doritos Nacho Cheese is the perfect snack. Bold flavor, great crunch.",5,True,False,
R0007385,2026-W18,2026-05-06,2026-05-06,US,Walmart,Doritos,Flamin Hot,3,Doritos Flamin Hot is fine. Not my fave but decent enough.,2,True,False,
R0007386,2026-W18,2026-05-06,2026-05-08,US,Amazon US,Doritos,Cool Ranch,5,Doritos Cool Ranch with salsa is a religious experience 🌮,12,True,False,
R0007387,2026-W18,2026-05-06,2026-05-06,US,Amazon US,Doritos,Spicy Nacho,5,Doritos Spicy Nacho with salsa is a religious experience 🌮,5,True,False,
R0007388,2026-W18,2026-05-06,2026-05-12,US,Walmart,Doritos,Cool Ranch,5,"Doritos Cool Ranch is the perfect snack. Bold flavor, great crunch.",6,True,False,
R0007389,2026-W18,2026-05-06,2026-05-11,US,Amazon US,Doritos,Flamin Hot Lime,5,"Doritos Flamin Hot Lime is the perfect snack. Bold flavor, great crunch.",1,True,False,
R0007390,2026-W18,2026-05-06,2026-05-11,US,Walmart,Doritos,Sweet Chili,5,"Doritos Sweet Chili is the perfect snack. Bold flavor, great crunch.",4,True,False,
R0007391,2026-W18,2026-05-06,2026-05-09,US,Amazon US,Doritos,Nacho Cheese,3,Doritos Nacho Cheese is fine. Not my fave but decent enough.,7,True,False,
R0007392,2026-W18,2026-05-06,2026-05-12,US,Walmart,Doritos,Cool Ranch,2,Doritos Cool Ranch stale. Also the influencer controversy really put me off.,9,True,False,
R0007393,2026-W18,2026-05-06,2026-05-09,US,Walmart,Doritos,Spicy Nacho,3,Doritos Spicy Nacho is fine. Not my fave but decent enough.,6,True,False,
R0007394,2026-W19,2026-05-13,2026-05-18,India,Flipkart,Lay's,Herb & Onion,4,Good product. Lay's Herb & Onion fresh tha. Packaging thoda improve ho sakta hai.,24,True,False,
R0007395,2026-W19,2026-05-13,2026-05-18,India,Flipkart,Lay's,Herb & Onion,5,Ekdum mast hai Lay's Herb & Onion! Fresh aur crunchy. Family favorite 😄,5,True,False,
R0007396,2026-W19,2026-05-13,2026-05-14,India,Amazon India,Lay's,Classic Salted,5,Superb quality! Lay's Classic Salted consistent rehta hai. Highly recommend!,10,True,False,
R0007397,2026-W19,2026-05-13,2026-05-18,India,Amazon India,Lay's,Classic Salted,3,Average. Lay's Classic Salted pehle zyada achha lagta tha.,1,True,False,
R0007398,2026-W19,2026-05-13,2026-05-16,India,Amazon India,Lay's,Chile Limon,4,Lay's Chile Limon achha hai but quantity thodi kam hai packet mein. Taste great though.,53,True,False,
R0007399,2026-W19,2026-05-13,2026-05-14,India,Amazon India,Lay's,Magic Masala,5,Lay's Magic Masala is literally the best chips in India. Paise vasool!,12,True,False,
R0007400,2026-W19,2026-05-13,2026-05-17,India,Flipkart,Lay's,Herb & Onion,4,Lay's Herb & Onion achha hai but quantity thodi kam hai packet mein. Taste great though.,13,True,False,
R0007401,2026-W19,2026-05-13,2026-05-18,India,Amazon India,Lay's,Magic Masala,5,Lay's Magic Masala is literally the best chips in India. Paise vasool!,38,True,False,
R0007402,2026-W19,2026-05-13,2026-05-15,India,Flipkart,Lay's,American Style Cream & Onion,4,Lay's American Style Cream & Onion achha hai but quantity thodi kam hai packet mein. Taste great though.,2,True,False,
R0007403,2026-W19,2026-05-13,2026-05-15,India,Flipkart,Lay's,Wafer Style,3,Theek hai Lay's Wafer Style. Expected better from such a big brand.,14,True,False,
R0007404,2026-W19,2026-05-13,2026-05-15,India,Flipkart,Lay's,Max Peri Peri,4,Good product. Lay's Max Peri Peri fresh tha. Packaging thoda improve ho sakta hai.,4,True,False,
R0007405,2026-W19,2026-05-13,2026-05-19,India,Flipkart,Lay's,Spanish Tomato Tango,5,Superb quality! Lay's Spanish Tomato Tango consistent rehta hai. Highly recommend!,7,True,False,
R0007406,2026-W19,2026-05-13,2026-05-15,India,Amazon India,Lay's,American Style Cream & Onion,3,Average. Lay's American Style Cream & Onion pehle zyada achha lagta tha.,58,True,False,
R0007407,2026-W19,2026-05-13,2026-05-13,India,Flipkart,Lay's,Spanish Tomato Tango,5,Lay's Spanish Tomato Tango is literally the best chips in India. Paise vasool!,3,True,False,
R0007408,2026-W19,2026-05-13,2026-05-18,India,Amazon India,Lay's,Herb & Onion,2,Bahut disappointed. Lay's Herb & Onion stale aaya. Expiry 3 months baad hai phir bhi.,1,True,False,
R0007409,2026-W19,2026-05-13,2026-05-18,India,Amazon India,Lay's,Max Peri Peri,2,Bahut disappointed. Lay's Max Peri Peri stale aaya. Expiry 3 months baad hai phir bhi.,3,True,False,
R0007410,2026-W19,2026-05-13,2026-05-16,India,Flipkart,Lay's,Spanish Tomato Tango,1,Bahut bura experience. Lay's Spanish Tomato Tango tampered packet. Consumer forum mein complaint.,6,True,False,
R0007411,2026-W19,2026-05-13,2026-05-19,India,Amazon India,Pringles,Original,5,Pringles Original — consistent quality every single time. Love it!,5,True,False,
R0007412,2026-W19,2026-05-13,2026-05-16,India,Flipkart,Pringles,Wavy Classic,4,Pringles Wavy Classic good hai. Thoda expensive but worth it.,19,True,False,
R0007413,2026-W19,2026-05-13,2026-05-19,India,Flipkart,Pringles,Sour Cream & Onion,4,Pringles Sour Cream & Onion good hai. Thoda expensive but worth it.,7,True,False,
R0007414,2026-W19,2026-05-13,2026-05-18,India,Amazon India,Pringles,Pizza,5,Pringles Pizza ekdum fresh! Canister packaging is the best 👌,2,True,False,
R0007415,2026-W19,2026-05-13,2026-05-19,India,Flipkart,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese ekdum fresh! Canister packaging is the best 👌,13,True,False,
R0007416,2026-W19,2026-05-13,2026-05-19,India,Flipkart,Pringles,Wavy Ranch,4,Pringles Wavy Ranch good hai. Thoda expensive but worth it.,7,True,False,
R0007417,2026-W19,2026-05-13,2026-05-17,India,Flipkart,Pringles,Pizza,4,Pringles Pizza good hai. Thoda expensive but worth it.,2,True,False,
R0007418,2026-W19,2026-05-13,2026-05-14,India,Amazon India,Doritos,Flamin Hot,3,Doritos Flamin Hot okay hai. Pricey for what you get.,11,True,False,
R0007419,2026-W19,2026-05-13,2026-05-15,India,Flipkart,Doritos,Flamin Hot Lime,4,Doritos Flamin Hot Lime good hai. Thoda zyada spicy but I liked it.,5,False,False,
R0007420,2026-W19,2026-05-13,2026-05-16,India,Amazon India,Doritos,Cool Ranch,5,Doritos Cool Ranch is fire! Perfect for gaming nights 🎮🔥,1,True,False,
R0007421,2026-W19,2026-05-13,2026-05-19,India,Amazon India,Doritos,Cool Ranch,5,Doritos Cool Ranch is fire! Perfect for gaming nights 🎮🔥,4,True,False,
R0007422,2026-W19,2026-05-13,2026-05-14,India,Flipkart,Doritos,Cool Ranch,4,Doritos Cool Ranch good hai. Thoda zyada spicy but I liked it.,3,True,False,
R0007423,2026-W19,2026-05-13,2026-05-15,India,Flipkart,Doritos,Spicy Nacho,5,Doritos Spicy Nacho ka taste India mein bhi utna hi amazing hai!,5,True,False,
R0007424,2026-W19,2026-05-13,2026-05-16,US,Walmart,Lay's,Classic Salted,1,Worst experience. Lay's Classic Salted was completely rancid. Threw it out.,15,True,False,
R0007425,2026-W19,2026-05-13,2026-05-17,US,Walmart,Lay's,World Cup Special Edition,4,Good as always. Lay's World Cup Special Edition consistent quality. Wish bags were fuller.,4,True,False,
R0007426,2026-W19,2026-05-13,2026-05-13,US,Amazon US,Lay's,Max Peri Peri,3,Average chip. Lay's Max Peri Peri used to taste better.,6,False,False,
R0007427,2026-W19,2026-05-13,2026-05-16,US,Amazon US,Lay's,Chile Limon,4,Good as always. Lay's Chile Limon consistent quality. Wish bags were fuller.,0,True,False,
R0007428,2026-W19,2026-05-13,2026-05-17,US,Walmart,Lay's,Max Peri Peri,5,Lay's Max Peri Peri is consistently the best chip out there. Never disappoints.,11,True,False,
R0007429,2026-W19,2026-05-13,2026-05-17,US,Amazon US,Lay's,Herb & Onion,4,Really good chip. Lay's Herb & Onion delivers on flavor. A few got crushed in shipping.,17,False,False,
R0007430,2026-W19,2026-05-13,2026-05-14,US,Walmart,Lay's,Max Peri Peri,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Max Peri Peri always wins!,5,True,False,
R0007431,2026-W19,2026-05-13,2026-05-13,US,Walmart,Lay's,Classic Salted,5,Lay's Classic Salted is consistently the best chip out there. Never disappoints.,17,True,False,
R0007432,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Lay's,Magic Masala,5,"My go-to for years. Lay's Magic Masala always fresh, always delicious.",15,True,False,
R0007433,2026-W19,2026-05-13,2026-05-15,US,Walmart,Lay's,Wafer Style,5,Lay's Wafer Style is consistently the best chip out there. Never disappoints.,15,True,False,
R0007434,2026-W19,2026-05-13,2026-05-16,US,Walmart,Lay's,Classic Salted,5,"My go-to for years. Lay's Classic Salted always fresh, always delicious.",6,True,False,
R0007435,2026-W19,2026-05-13,2026-05-18,US,Walmart,Lay's,World Cup Special Edition,3,Lay's World Cup Special Edition is decent but I've had better. Nothing special.,3,True,False,
R0007436,2026-W19,2026-05-13,2026-05-15,US,Walmart,Lay's,Classic Salted,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Classic Salted always wins!,0,True,False,
R0007437,2026-W19,2026-05-13,2026-05-18,US,Walmart,Lay's,Herb & Onion,2,Lay's Herb & Onion arrived stale despite expiry being months away. Disappointed.,3,True,False,
R0007438,2026-W19,2026-05-13,2026-05-13,US,Walmart,Lay's,Max Peri Peri,3,Average chip. Lay's Max Peri Peri used to taste better.,7,True,False,
R0007439,2026-W19,2026-05-13,2026-05-19,US,Amazon US,Lay's,Baked,2,Lay's Baked arrived stale despite expiry being months away. Disappointed.,3,True,False,
R0007440,2026-W19,2026-05-13,2026-05-17,US,Amazon US,Lay's,Chile Limon,5,Lay's Chile Limon is consistently the best chip out there. Never disappoints.,3,True,False,
R0007441,2026-W19,2026-05-13,2026-05-17,US,Walmart,Lay's,Wafer Style,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Wafer Style always wins!,5,True,False,
R0007442,2026-W19,2026-05-13,2026-05-14,US,Amazon US,Lay's,Baked,3,Average chip. Lay's Baked used to taste better.,4,True,False,
R0007443,2026-W19,2026-05-13,2026-05-19,US,Walmart,Lay's,Herb & Onion,5,Lay's Herb & Onion is consistently the best chip out there. Never disappoints.,11,False,False,
R0007444,2026-W19,2026-05-13,2026-05-17,US,Walmart,Lay's,Chile Limon,4,Really good chip. Lay's Chile Limon delivers on flavor. A few got crushed in shipping.,20,True,False,
R0007445,2026-W19,2026-05-13,2026-05-15,US,Walmart,Lay's,American Style Cream & Onion,5,Lay's American Style Cream & Onion is consistently the best chip out there. Never disappoints.,12,True,False,
R0007446,2026-W19,2026-05-13,2026-05-16,US,Walmart,Lay's,Wafer Style,1,Worst experience. Lay's Wafer Style was completely rancid. Threw it out.,5,True,False,
R0007447,2026-W19,2026-05-13,2026-05-19,US,Amazon US,Lay's,Wafer Style,5,"My go-to for years. Lay's Wafer Style always fresh, always delicious.",1,False,False,
R0007448,2026-W19,2026-05-13,2026-05-18,US,Walmart,Lay's,Max Peri Peri,5,"My go-to for years. Lay's Max Peri Peri always fresh, always delicious.",2,True,False,
R0007449,2026-W19,2026-05-13,2026-05-14,US,Walmart,Lay's,Max Peri Peri,4,Really good chip. Lay's Max Peri Peri delivers on flavor. A few got crushed in shipping.,21,True,False,
R0007450,2026-W19,2026-05-13,2026-05-19,US,Walmart,Lay's,American Style Cream & Onion,4,Really good chip. Lay's American Style Cream & Onion delivers on flavor. A few got crushed in shipping.,6,False,False,
R0007451,2026-W19,2026-05-13,2026-05-19,US,Walmart,Lay's,Baked,5,"My go-to for years. Lay's Baked always fresh, always delicious.",2,False,False,
R0007452,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Pringles,Sour Cream & Onion,5,"Pringles Sour Cream & Onion never fails. Perfect crunch, great flavor.",1,True,False,
R0007453,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Pringles,Pizza,5,"Pringles Pizza never fails. Perfect crunch, great flavor.",0,True,False,
R0007454,2026-W19,2026-05-13,2026-05-19,US,Amazon US,Pringles,Cheddar Cheese,5,Once you pop you can't stop — Cheddar Cheese is my all-time fave Pringles!,4,True,False,
R0007455,2026-W19,2026-05-13,2026-05-14,US,Amazon US,Pringles,Original,5,"Pringles Original never fails. Perfect crunch, great flavor.",25,True,False,
R0007456,2026-W19,2026-05-13,2026-05-14,US,Amazon US,Pringles,Wavy Classic,4,Good chip. Pringles Wavy Classic has solid flavor. Canister makes it easy to share.,19,True,False,
R0007457,2026-W19,2026-05-13,2026-05-13,US,Amazon US,Pringles,BBQ,5,"Pringles BBQ never fails. Perfect crunch, great flavor.",7,False,False,
R0007458,2026-W19,2026-05-13,2026-05-17,US,Amazon US,Pringles,Wavy Classic,5,"Pringles Wavy Classic never fails. Perfect crunch, great flavor.",29,True,False,
R0007459,2026-W19,2026-05-13,2026-05-19,US,Walmart,Pringles,Wavy Ranch,4,Good chip. Pringles Wavy Ranch has solid flavor. Canister makes it easy to share.,16,False,False,
R0007460,2026-W19,2026-05-13,2026-05-14,US,Amazon US,Pringles,BBQ,3,Pringles BBQ is fine. Nothing special at this price point.,1,True,False,
R0007461,2026-W19,2026-05-13,2026-05-17,US,Walmart,Pringles,Sour Cream & Onion,4,Good chip. Pringles Sour Cream & Onion has solid flavor. Canister makes it easy to share.,39,True,False,
R0007462,2026-W19,2026-05-13,2026-05-17,US,Walmart,Pringles,Sour Cream & Onion,3,Pringles Sour Cream & Onion is fine. Nothing special at this price point.,4,True,False,
R0007463,2026-W19,2026-05-13,2026-05-19,US,Amazon US,Pringles,Pizza,5,"Pringles Pizza never fails. Perfect crunch, great flavor.",2,False,False,
R0007464,2026-W19,2026-05-13,2026-05-18,US,Amazon US,Doritos,Flamin Hot Lime,5,"Doritos Flamin Hot Lime is the perfect snack. Bold flavor, great crunch.",3,True,False,
R0007465,2026-W19,2026-05-13,2026-05-16,US,Walmart,Doritos,Sweet Chili,5,"Doritos Sweet Chili is the perfect snack. Bold flavor, great crunch.",6,True,False,
R0007466,2026-W19,2026-05-13,2026-05-16,US,Amazon US,Doritos,Spicy Nacho,5,Doritos Spicy Nacho with salsa is a religious experience 🌮,7,True,False,
R0007467,2026-W19,2026-05-13,2026-05-19,US,Walmart,Doritos,Flamin Hot Lime,5,Doritos Flamin Hot Lime with salsa is a religious experience 🌮,7,True,False,
R0007468,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Doritos,Nacho Cheese,4,Doritos Nacho Cheese solid as always. Maybe slightly too salty but still great.,6,True,False,
R0007469,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Doritos,Flamin Hot,5,"Doritos Flamin Hot is the perfect snack. Bold flavor, great crunch.",3,True,False,
R0007470,2026-W19,2026-05-13,2026-05-14,US,Walmart,Doritos,Nacho Cheese,3,Doritos Nacho Cheese is fine. Not my fave but decent enough.,5,True,False,
R0007471,2026-W19,2026-05-13,2026-05-16,US,Walmart,Doritos,Nacho Cheese,5,Doritos Nacho Cheese with salsa is a religious experience 🌮,13,False,False,
R0007472,2026-W19,2026-05-13,2026-05-15,US,Walmart,Doritos,Flamin Hot Lime,1,Won't buy Doritos Flamin Hot Lime again after that influencer scandal. Done.,4,True,False,
R0007473,2026-W19,2026-05-13,2026-05-15,US,Amazon US,Doritos,Sweet Chili,5,Doritos Sweet Chili with salsa is a religious experience 🌮,8,True,False,
R0007474,2026-W20,2026-05-20,2026-05-21,India,Flipkart,Lay's,World Cup Special Edition,4,Good product. Lay's World Cup Special Edition fresh tha. Packaging thoda improve ho sakta hai.,5,True,False,
R0007475,2026-W20,2026-05-20,2026-05-23,India,Flipkart,Lay's,Wafer Style,3,Average. Lay's Wafer Style pehle zyada achha lagta tha.,25,True,False,
R0007476,2026-W20,2026-05-20,2026-05-21,India,Amazon India,Lay's,World Cup Special Edition,5,Superb quality! Lay's World Cup Special Edition consistent rehta hai. Highly recommend!,12,True,False,
R0007477,2026-W20,2026-05-20,2026-05-23,India,Flipkart,Lay's,Magic Masala,1,Bahut bura experience. Lay's Magic Masala tampered packet. Consumer forum mein complaint.,0,True,False,
R0007478,2026-W20,2026-05-20,2026-05-21,India,Amazon India,Lay's,World Cup Special Edition,4,Good product. Lay's World Cup Special Edition fresh tha. Packaging thoda improve ho sakta hai.,5,False,False,
R0007479,2026-W20,2026-05-20,2026-05-25,India,Amazon India,Lay's,Baked,4,Good product. Lay's Baked fresh tha. Packaging thoda improve ho sakta hai.,49,False,False,
R0007480,2026-W20,2026-05-20,2026-05-21,India,Amazon India,Lay's,Classic Salted,4,Good product. Lay's Classic Salted fresh tha. Packaging thoda improve ho sakta hai.,14,True,False,
R0007481,2026-W20,2026-05-20,2026-05-20,India,Amazon India,Lay's,Wafer Style,5,Ekdum mast hai Lay's Wafer Style! Fresh aur crunchy. Family favorite 😄,4,True,False,
R0007482,2026-W20,2026-05-20,2026-05-21,India,Amazon India,Lay's,Spanish Tomato Tango,4,Good product. Lay's Spanish Tomato Tango fresh tha. Packaging thoda improve ho sakta hai.,34,True,False,
R0007483,2026-W20,2026-05-20,2026-05-23,India,Flipkart,Lay's,Spanish Tomato Tango,5,Superb quality! Lay's Spanish Tomato Tango consistent rehta hai. Highly recommend!,36,True,False,
R0007484,2026-W20,2026-05-20,2026-05-25,India,Flipkart,Lay's,World Cup Special Edition,1,DISGUSTING! Lay's World Cup Special Edition mein kuch aisa mila jo chips nahi tha. @Lays jawab do!!,0,True,False,
R0007485,2026-W20,2026-05-20,2026-05-22,India,Amazon India,Lay's,Baked,4,Good product. Lay's Baked fresh tha. Packaging thoda improve ho sakta hai.,22,True,False,
R0007486,2026-W20,2026-05-20,2026-05-20,India,Flipkart,Lay's,World Cup Special Edition,3,Average. Lay's World Cup Special Edition pehle zyada achha lagta tha.,2,True,False,
R0007487,2026-W20,2026-05-20,2026-05-24,India,Amazon India,Lay's,Wafer Style,5,Ekdum mast hai Lay's Wafer Style! Fresh aur crunchy. Family favorite 😄,39,True,False,
R0007488,2026-W20,2026-05-20,2026-05-21,India,Flipkart,Lay's,World Cup Special Edition,3,Average. Lay's World Cup Special Edition pehle zyada achha lagta tha.,0,True,False,
R0007489,2026-W20,2026-05-20,2026-05-25,India,Flipkart,Lay's,Wafer Style,2,Packet mein chips tootey hue the. Lay's Wafer Style packaging weak hai.,1,False,False,
R0007490,2026-W20,2026-05-20,2026-05-26,India,Amazon India,Lay's,Magic Masala,4,Good product. Lay's Magic Masala fresh tha. Packaging thoda improve ho sakta hai.,2,True,False,
R0007491,2026-W20,2026-05-20,2026-05-23,India,Amazon India,Pringles,Wavy Classic,4,Pringles Wavy Classic good hai. Thoda expensive but worth it.,0,True,False,
R0007492,2026-W20,2026-05-20,2026-05-25,India,Amazon India,Pringles,Sour Cream & Onion,4,Pringles Sour Cream & Onion good hai. Thoda expensive but worth it.,37,True,False,
R0007493,2026-W20,2026-05-20,2026-05-21,India,Amazon India,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion — consistent quality every single time. Love it!,31,False,False,
R0007494,2026-W20,2026-05-20,2026-05-23,India,Flipkart,Pringles,Wavy Ranch,4,Pringles Wavy Ranch good hai. Thoda expensive but worth it.,1,True,False,
R0007495,2026-W20,2026-05-20,2026-05-25,India,Amazon India,Pringles,Original,5,Pringles Original ekdum fresh! Canister packaging is the best 👌,18,True,False,
R0007496,2026-W20,2026-05-20,2026-05-24,India,Flipkart,Pringles,Wavy Ranch,3,Pringles Wavy Ranch theek hai. Lay's se thoda zyada price ke liye expected better.,1,False,False,
R0007497,2026-W20,2026-05-20,2026-05-23,India,Flipkart,Pringles,Pizza,3,Pringles Pizza theek hai. Lay's se thoda zyada price ke liye expected better.,2,True,False,
R0007498,2026-W20,2026-05-20,2026-05-21,India,Flipkart,Pringles,BBQ,5,Pringles BBQ ekdum fresh! Canister packaging is the best 👌,0,True,False,
R0007499,2026-W20,2026-05-20,2026-05-26,India,Flipkart,Doritos,Flamin Hot Lime,3,Doritos Flamin Hot Lime okay hai. Pricey for what you get.,2,True,False,
R0007500,2026-W20,2026-05-20,2026-05-25,India,Amazon India,Doritos,Spicy Nacho,4,Doritos Spicy Nacho good hai. Thoda zyada spicy but I liked it.,32,True,False,
R0007501,2026-W20,2026-05-20,2026-05-24,India,Amazon India,Doritos,Flamin Hot,5,Doritos Flamin Hot is fire! Perfect for gaming nights 🎮🔥,17,True,False,
R0007502,2026-W20,2026-05-20,2026-05-20,India,Amazon India,Doritos,Nacho Cheese,4,Doritos Nacho Cheese good hai. Thoda zyada spicy but I liked it.,4,True,False,
R0007503,2026-W20,2026-05-20,2026-05-24,India,Amazon India,Doritos,Sweet Chili,5,Doritos Sweet Chili ka taste India mein bhi utna hi amazing hai!,30,False,False,
R0007504,2026-W20,2026-05-20,2026-05-21,India,Flipkart,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,1,True,False,
R0007505,2026-W20,2026-05-20,2026-05-25,US,Walmart,Lay's,Chile Limon,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Chile Limon always wins!,11,True,False,
R0007506,2026-W20,2026-05-20,2026-05-24,US,Amazon US,Lay's,Max Peri Peri,3,Average chip. Lay's Max Peri Peri used to taste better.,4,True,False,
R0007507,2026-W20,2026-05-20,2026-05-24,US,Walmart,Lay's,Max Peri Peri,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Max Peri Peri always wins!,0,True,False,
