week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2026-W07,2026-02-18,India,Pringles,pringles sour cream onion,sour cream onion,22161,1.231,-3.0,False,
2026-W07,2026-02-18,India,Pringles,pringles wavy,wavy,11476,1.275,5.5,False,
2026-W07,2026-02-18,India,Pringles,pringles price india,price india,19167,1.198,3.3,False,
2026-W07,2026-02-18,India,Pringles,pringles cheddar,cheddar,13290,1.208,28.1,False,
2026-W07,2026-02-18,India,Doritos,doritos nacho cheese,nacho cheese,44237,1.525,33.2,False,
2026-W07,2026-02-18,India,Doritos,doritos cool ranch,cool ranch,23102,1.359,32.9,False,
2026-W07,2026-02-18,India,Doritos,doritos flamin hot,flamin hot,27304,1.3,4.6,False,
2026-W07,2026-02-18,India,Doritos,doritos flamin hot lime,flamin hot lime,10681,1.335,-4.8,False,
2026-W07,2026-02-18,India,Doritos,doritos sweet chili,sweet chili,17570,1.464,19.1,False,
2026-W07,2026-02-18,India,Doritos,doritos controversy,controversy,2368,0.592,20.2,False,
2026-W07,2026-02-18,India,category,best chips brand india,best chips brand india,67270,1.401,9.2,False,
2026-W07,2026-02-18,India,category,healthy snacks india,healthy snacks india,100851,1.42,3.9,False,
2026-W07,2026-02-18,India,category,chips on offer today,chips on offer today,58218,1.493,3.5,False,
2026-W07,2026-02-18,India,category,snacks for ipl party,snacks for ipl party,25499,1.159,18.2,False,
2026-W07,2026-02-18,US,Lay's,lays chips,chips,79750,1.173,-5.2,False,
2026-W07,2026-02-18,US,Lay's,lays classic,classic,63137,1.148,31.1,False,
2026-W07,2026-02-18,US,Lay's,lays sour cream onion,sour cream onion,34341,1.184,25.0,False,
2026-W07,2026-02-18,US,Lay's,lays baked,baked,24693,1.029,14.5,False,
2026-W07,2026-02-18,US,Lay's,lays chile limon,chile limon,23737,1.249,-17.6,False,
2026-W07,2026-02-18,US,Lay's,lays world cup edition,world cup edition,5258,1.315,21.7,False,
2026-W07,2026-02-18,US,Lay's,buy lays bulk,buy  bulk,23188,1.288,10.7,False,
2026-W07,2026-02-18,US,Pringles,pringles chips,chips,67337,1.086,13.0,False,
2026-W07,2026-02-18,US,Pringles,pringles sour cream,sour cream,45514,1.339,15.7,False,
2026-W07,2026-02-18,US,Pringles,pringles original,original,38423,1.372,11.4,False,
2026-W07,2026-02-18,US,Pringles,pringles bbq,bbq,27378,1.304,-8.9,False,
2026-W07,2026-02-18,US,Pringles,pringles wavy,wavy,15589,1.113,-3.7,False,
2026-W07,2026-02-18,US,Pringles,pringles price drop,price drop,13111,1.192,4.3,False,
2026-W07,2026-02-18,US,Doritos,doritos nacho cheese,nacho cheese,73882,1.274,9.4,False,
2026-W07,2026-02-18,US,Doritos,doritos cool ranch,cool ranch,54807,1.142,-6.5,False,
2026-W07,2026-02-18,US,Doritos,doritos flamin hot,flamin hot,45019,1.072,0.0,False,
2026-W07,2026-02-18,US,Doritos,doritos flamin hot lime,flamin hot lime,19056,1.27,12.2,False,
2026-W07,2026-02-18,US,Doritos,doritos spicy nacho,spicy nacho,41528,1.34,-4.0,False,
2026-W07,2026-02-18,US,Doritos,doritos controversy,controversy,3277,0.41,15.3,False,
2026-W07,2026-02-18,US,category,best chips brand,best chips brand,56961,1.095,26.4,False,
2026-W07,2026-02-18,US,category,healthy chip snacks,healthy chip snacks,98567,1.12,17.6,False,
2026-W07,2026-02-18,US,category,chips on sale near me,chips on sale near me,78817,1.251,7.8,False,
2026-W07,2026-02-18,US,category,super bowl snack ideas,super bowl snack ideas,53196,1.209,-3.7,False,
2026-W08,2026-02-25,India,Lay's,lays chips,chips,87720,1.185,12.9,False,
2026-W08,2026-02-25,India,Lay's,lays magic masala,magic masala,77754,1.525,10.1,False,
2026-W08,2026-02-25,India,Lay's,lays classic salted,classic salted,50261,1.323,22.7,False,
2026-W08,2026-02-25,India,Lay's,lays american cream onion,american cream onion,36901,1.272,15.0,False,
2026-W08,2026-02-25,India,Lay's,lays spanish tomato tango,spanish tomato tango,25560,1.162,8.5,False,
2026-W08,2026-02-25,India,Lay's,lays max peri peri,max peri peri,24669,1.371,15.2,False,
2026-W08,2026-02-25,India,Lay's,lays world cup edition,world cup edition,7540,1.508,22.3,False,
2026-W08,2026-02-25,India,Lay's,buy lays online,buy  online,46786,1.509,28.1,False,
2026-W08,2026-02-25,India,Lay's,lays price,price,42883,1.532,9.4,False,
2026-W08,2026-02-25,India,Pringles,pringles chips,chips,49984,1.315,-1.7,False,
2026-W08,2026-02-25,India,Pringles,pringles original,original,30866,1.403,4.5,False,
2026-W08,2026-02-25,India,Pringles,pringles sour cream onion,sour cream onion,21452,1.192,-0.3,False,
2026-W08,2026-02-25,India,Pringles,pringles wavy,wavy,13808,1.534,9.0,False,
2026-W08,2026-02-25,India,Pringles,pringles price india,price india,22415,1.401,9.1,False,
2026-W08,2026-02-25,India,Pringles,pringles cheddar,cheddar,15176,1.38,5.8,False,
2026-W08,2026-02-25,India,Doritos,doritos nacho cheese,nacho cheese,41020,1.414,15.1,False,
2026-W08,2026-02-25,India,Doritos,doritos cool ranch,cool ranch,20462,1.204,18.8,False,
2026-W08,2026-02-25,India,Doritos,doritos flamin hot,flamin hot,26095,1.243,15.1,False,
2026-W08,2026-02-25,India,Doritos,doritos flamin hot lime,flamin hot lime,10372,1.296,-2.6,False,
2026-W08,2026-02-25,India,Doritos,doritos sweet chili,sweet chili,13930,1.161,-26.8,False,
2026-W08,2026-02-25,India,Doritos,doritos controversy,controversy,2580,0.645,-1.0,False,
2026-W08,2026-02-25,India,category,best chips brand india,best chips brand india,70059,1.46,-0.9,False,
2026-W08,2026-02-25,India,category,healthy snacks india,healthy snacks india,106437,1.499,15.8,False,
2026-W08,2026-02-25,India,category,chips on offer today,chips on offer today,50025,1.283,2.1,False,
2026-W08,2026-02-25,India,category,snacks for ipl party,snacks for ipl party,105787,4.809,7.3,False,
2026-W08,2026-02-25,US,Lay's,lays chips,chips,74276,1.092,0.3,False,
2026-W08,2026-02-25,US,Lay's,lays classic,classic,61014,1.109,1.0,False,
2026-W08,2026-02-25,US,Lay's,lays sour cream onion,sour cream onion,36650,1.264,13.9,False,
2026-W08,2026-02-25,US,Lay's,lays baked,baked,26639,1.11,16.6,False,
2026-W08,2026-02-25,US,Lay's,lays chile limon,chile limon,23404,1.232,5.1,False,
2026-W08,2026-02-25,US,Lay's,lays world cup edition,world cup edition,4736,1.184,37.9,False,
2026-W08,2026-02-25,US,Lay's,buy lays bulk,buy  bulk,21355,1.186,16.5,False,
2026-W08,2026-02-25,US,Pringles,pringles chips,chips,68757,1.109,11.6,False,
2026-W08,2026-02-25,US,Pringles,pringles sour cream,sour cream,38975,1.146,19.2,False,
2026-W08,2026-02-25,US,Pringles,pringles original,original,33849,1.209,2.9,False,
2026-W08,2026-02-25,US,Pringles,pringles bbq,bbq,22742,1.083,43.4,False,
2026-W08,2026-02-25,US,Pringles,pringles wavy,wavy,18243,1.303,13.6,False,
2026-W08,2026-02-25,US,Pringles,pringles price drop,price drop,12037,1.094,-0.1,False,
2026-W08,2026-02-25,US,Doritos,doritos nacho cheese,nacho cheese,60924,1.05,2.7,False,
2026-W08,2026-02-25,US,Doritos,doritos cool ranch,cool ranch,49771,1.037,13.5,False,
2026-W08,2026-02-25,US,Doritos,doritos flamin hot,flamin hot,45938,1.094,-11.1,False,
2026-W08,2026-02-25,US,Doritos,doritos flamin hot lime,flamin hot lime,19917,1.328,6.9,False,
2026-W08,2026-02-25,US,Doritos,doritos spicy nacho,spicy nacho,32923,1.062,1.2,False,
2026-W08,2026-02-25,US,Doritos,doritos controversy,controversy,2557,0.32,15.9,False,
2026-W08,2026-02-25,US,category,best chips brand,best chips brand,52646,1.012,11.4,False,
2026-W08,2026-02-25,US,category,healthy chip snacks,healthy chip snacks,113139,1.286,3.6,False,
2026-W08,2026-02-25,US,category,chips on sale near me,chips on sale near me,77469,1.23,-4.5,False,
2026-W08,2026-02-25,US,category,super bowl snack ideas,super bowl snack ideas,48391,1.1,8.9,False,
2026-W09,2026-03-04,India,Lay's,lays chips,chips,103254,1.395,18.5,False,
2026-W09,2026-03-04,India,Lay's,lays magic masala,magic masala,62051,1.217,-29.8,False,
2026-W09,2026-03-04,India,Lay's,lays classic salted,classic salted,49413,1.3,41.5,False,
2026-W09,2026-03-04,India,Lay's,lays american cream onion,american cream onion,40104,1.383,-0.7,False,
2026-W09,2026-03-04,India,Lay's,lays spanish tomato tango,spanish tomato tango,27484,1.249,2.4,False,
2026-W09,2026-03-04,India,Lay's,lays max peri peri,max peri peri,21739,1.208,11.2,False,
2026-W09,2026-03-04,India,Lay's,lays world cup edition,world cup edition,7720,1.544,-3.6,False,
2026-W09,2026-03-04,India,Lay's,buy lays online,buy  online,46948,1.514,-9.3,False,
2026-W09,2026-03-04,India,Lay's,lays price,price,36380,1.299,27.6,False,
2026-W09,2026-03-04,India,Pringles,pringles chips,chips,56718,1.493,3.9,False,
2026-W09,2026-03-04,India,Pringles,pringles original,original,25854,1.175,3.0,False,
2026-W09,2026-03-04,India,Pringles,pringles sour cream onion,sour cream onion,22453,1.247,-1.6,False,
2026-W09,2026-03-04,India,Pringles,pringles wavy,wavy,11103,1.234,-2.4,False,
2026-W09,2026-03-04,India,Pringles,pringles price india,price india,19743,1.234,15.0,False,
2026-W09,2026-03-04,India,Pringles,pringles cheddar,cheddar,15616,1.42,17.6,False,
2026-W09,2026-03-04,India,Doritos,doritos nacho cheese,nacho cheese,35941,1.239,25.6,False,
2026-W09,2026-03-04,India,Doritos,doritos cool ranch,cool ranch,20877,1.228,15.0,False,
2026-W09,2026-03-04,India,Doritos,doritos flamin hot,flamin hot,27545,1.312,-10.7,False,
2026-W09,2026-03-04,India,Doritos,doritos flamin hot lime,flamin hot lime,11500,1.438,13.5,False,
2026-W09,2026-03-04,India,Doritos,doritos sweet chili,sweet chili,16527,1.377,-3.9,False,
2026-W09,2026-03-04,India,Doritos,doritos controversy,controversy,1759,0.44,-8.9,False,
2026-W09,2026-03-04,India,category,best chips brand india,best chips brand india,65413,1.363,-6.4,False,
2026-W09,2026-03-04,India,category,healthy snacks india,healthy snacks india,100226,1.412,7.1,False,
2026-W09,2026-03-04,India,category,chips on offer today,chips on offer today,46221,1.185,13.6,False,
2026-W09,2026-03-04,India,category,snacks for ipl party,snacks for ipl party,89430,4.065,-4.1,False,
2026-W09,2026-03-04,US,Lay's,lays chips,chips,71176,1.047,-25.5,False,
2026-W09,2026-03-04,US,Lay's,lays classic,classic,69728,1.268,24.2,False,
2026-W09,2026-03-04,US,Lay's,lays sour cream onion,sour cream onion,37249,1.284,6.2,False,
2026-W09,2026-03-04,US,Lay's,lays baked,baked,28030,1.168,3.5,False,
2026-W09,2026-03-04,US,Lay's,lays chile limon,chile limon,23828,1.254,11.1,False,
2026-W09,2026-03-04,US,Lay's,lays world cup edition,world cup edition,4731,1.183,8.5,False,
2026-W09,2026-03-04,US,Lay's,buy lays bulk,buy  bulk,17226,0.957,15.3,False,
2026-W09,2026-03-04,US,Pringles,pringles chips,chips,62861,1.014,7.9,False,
2026-W09,2026-03-04,US,Pringles,pringles sour cream,sour cream,43122,1.268,12.9,False,
2026-W09,2026-03-04,US,Pringles,pringles original,original,32444,1.159,5.3,False,
2026-W09,2026-03-04,US,Pringles,pringles bbq,bbq,22621,1.077,15.2,False,
2026-W09,2026-03-04,US,Pringles,pringles wavy,wavy,15132,1.081,26.3,False,
2026-W09,2026-03-04,US,Pringles,pringles price drop,price drop,12472,1.134,2.6,False,
2026-W09,2026-03-04,US,Doritos,doritos nacho cheese,nacho cheese,60464,1.042,11.7,False,
2026-W09,2026-03-04,US,Doritos,doritos cool ranch,cool ranch,51919,1.082,13.7,False,
2026-W09,2026-03-04,US,Doritos,doritos flamin hot,flamin hot,53229,1.267,11.3,False,
2026-W09,2026-03-04,US,Doritos,doritos flamin hot lime,flamin hot lime,16220,1.081,18.7,False,
2026-W09,2026-03-04,US,Doritos,doritos spicy nacho,spicy nacho,30140,0.972,6.9,False,
2026-W09,2026-03-04,US,Doritos,doritos controversy,controversy,3637,0.455,14.0,False,
2026-W09,2026-03-04,US,category,best chips brand,best chips brand,50892,0.979,1.6,False,
2026-W09,2026-03-04,US,category,healthy chip snacks,healthy chip snacks,87630,0.996,-14.4,False,
2026-W09,2026-03-04,US,category,chips on sale near me,chips on sale near me,62345,0.99,13.7,False,
2026-W09,2026-03-04,US,category,super bowl snack ideas,super bowl snack ideas,52311,1.189,6.3,False,
2026-W10,2026-03-11,India,Lay's,lays chips,chips,107371,1.451,15.8,False,
2026-W10,2026-03-11,India,Lay's,lays magic masala,magic masala,75231,1.475,24.0,False,
2026-W10,2026-03-11,India,Lay's,lays classic salted,classic salted,55878,1.47,11.0,False,
2026-W10,2026-03-11,India,Lay's,lays american cream onion,american cream onion,44902,1.548,16.0,False,
2026-W10,2026-03-11,India,Lay's,lays spanish tomato tango,spanish tomato tango,31225,1.419,3.5,False,
2026-W10,2026-03-11,India,Lay's,lays max peri peri,max peri peri,21930,1.218,13.2,False,
2026-W10,2026-03-11,India,Lay's,lays world cup edition,world cup edition,6567,1.313,1.8,False,
2026-W10,2026-03-11,India,Lay's,buy lays online,buy  online,46607,1.503,-15.3,False,
2026-W10,2026-03-11,India,Lay's,lays price,price,41836,1.494,9.7,False,
2026-W10,2026-03-11,India,Pringles,pringles chips,chips,57701,1.518,-8.4,False,
2026-W10,2026-03-11,India,Pringles,pringles original,original,33420,1.519,-29.8,False,
2026-W10,2026-03-11,India,Pringles,pringles sour cream onion,sour cream onion,23151,1.286,3.0,False,
2026-W10,2026-03-11,India,Pringles,pringles wavy,wavy,13977,1.553,9.5,False,
2026-W10,2026-03-11,India,Pringles,pringles price india,price india,19248,1.203,3.9,False,
2026-W10,2026-03-11,India,Pringles,pringles cheddar,cheddar,12839,1.167,4.2,False,
2026-W10,2026-03-11,India,Doritos,doritos nacho cheese,nacho cheese,42414,1.463,-12.1,False,
2026-W10,2026-03-11,India,Doritos,doritos cool ranch,cool ranch,26219,1.542,-20.6,False,
2026-W10,2026-03-11,India,Doritos,doritos flamin hot,flamin hot,25976,1.237,9.7,False,
2026-W10,2026-03-11,India,Doritos,doritos flamin hot lime,flamin hot lime,10612,1.327,1.0,False,
2026-W10,2026-03-11,India,Doritos,doritos sweet chili,sweet chili,14756,1.23,-8.3,False,
2026-W10,2026-03-11,India,Doritos,doritos controversy,controversy,2877,0.719,6.7,False,
2026-W10,2026-03-11,India,category,best chips brand india,best chips brand india,65279,1.36,-12.9,False,
2026-W10,2026-03-11,India,category,healthy snacks india,healthy snacks india,102339,1.441,3.1,False,
2026-W10,2026-03-11,India,category,chips on offer today,chips on offer today,46956,1.204,4.3,False,
2026-W10,2026-03-11,India,category,snacks for ipl party,snacks for ipl party,96579,4.39,28.1,False,
2026-W10,2026-03-11,US,Lay's,lays chips,chips,77463,1.139,-6.0,False,
2026-W10,2026-03-11,US,Lay's,lays classic,classic,52438,0.953,21.2,False,
2026-W10,2026-03-11,US,Lay's,lays sour cream onion,sour cream onion,29031,1.001,11.1,False,
2026-W10,2026-03-11,US,Lay's,lays baked,baked,22237,0.927,5.2,False,
2026-W10,2026-03-11,US,Lay's,lays chile limon,chile limon,20683,1.089,8.0,False,
2026-W10,2026-03-11,US,Lay's,lays world cup edition,world cup edition,4407,1.102,20.2,False,
2026-W10,2026-03-11,US,Lay's,buy lays bulk,buy  bulk,17153,0.953,0.2,False,
2026-W10,2026-03-11,US,Pringles,pringles chips,chips,66751,1.077,-0.1,False,
2026-W10,2026-03-11,US,Pringles,pringles sour cream,sour cream,36821,1.083,0.6,False,
2026-W10,2026-03-11,US,Pringles,pringles original,original,32116,1.147,1.2,False,
2026-W10,2026-03-11,US,Pringles,pringles bbq,bbq,20676,0.985,-8.2,False,
2026-W10,2026-03-11,US,Pringles,pringles wavy,wavy,14960,1.069,12.7,False,
2026-W10,2026-03-11,US,Pringles,pringles price drop,price drop,12145,1.104,20.4,False,
2026-W10,2026-03-11,US,Doritos,doritos nacho cheese,nacho cheese,56655,0.977,18.9,False,
2026-W10,2026-03-11,US,Doritos,doritos cool ranch,cool ranch,49703,1.035,20.3,False,
2026-W10,2026-03-11,US,Doritos,doritos flamin hot,flamin hot,44768,1.066,20.2,False,
2026-W10,2026-03-11,US,Doritos,doritos flamin hot lime,flamin hot lime,16931,1.129,-4.1,False,
2026-W10,2026-03-11,US,Doritos,doritos spicy nacho,spicy nacho,35782,1.154,9.3,False,
2026-W10,2026-03-11,US,Doritos,doritos controversy,controversy,3894,0.487,15.3,False,
2026-W10,2026-03-11,US,category,best chips brand,best chips brand,60293,1.159,16.7,False,
2026-W10,2026-03-11,US,category,healthy chip snacks,healthy chip snacks,90607,1.03,6.1,False,
2026-W10,2026-03-11,US,category,chips on sale near me,chips on sale near me,63610,1.01,-0.2,False,
2026-W10,2026-03-11,US,category,super bowl snack ideas,super bowl snack ideas,42915,0.975,23.0,False,
2026-W11,2026-03-18,India,Lay's,lays chips,chips,86129,1.164,-6.9,False,
2026-W11,2026-03-18,India,Lay's,lays magic masala,magic masala,64454,1.264,-3.4,False,
2026-W11,2026-03-18,India,Lay's,lays classic salted,classic salted,56966,1.499,-0.1,False,
2026-W11,2026-03-18,India,Lay's,lays american cream onion,american cream onion,42982,1.482,21.1,False,
2026-W11,2026-03-18,India,Lay's,lays spanish tomato tango,spanish tomato tango,31307,1.423,14.6,False,
2026-W11,2026-03-18,India,Lay's,lays max peri peri,max peri peri,20989,1.166,5.9,False,
2026-W11,2026-03-18,India,Lay's,lays world cup edition,world cup edition,6710,1.342,24.0,False,
2026-W11,2026-03-18,India,Lay's,buy lays online,buy  online,47480,1.532,7.8,False,
2026-W11,2026-03-18,India,Lay's,lays price,price,36064,1.288,8.4,False,
2026-W11,2026-03-18,India,Pringles,pringles chips,chips,43643,1.149,-12.2,False,
2026-W11,2026-03-18,India,Pringles,pringles original,original,25447,1.157,0.6,False,
2026-W11,2026-03-18,India,Pringles,pringles sour cream onion,sour cream onion,22829,1.268,-12.7,False,
2026-W11,2026-03-18,India,Pringles,pringles wavy,wavy,11084,1.232,25.4,False,
2026-W11,2026-03-18,India,Pringles,pringles price india,price india,18695,1.168,0.9,False,
2026-W11,2026-03-18,India,Pringles,pringles cheddar,cheddar,16305,1.482,15.7,False,
2026-W11,2026-03-18,India,Doritos,doritos nacho cheese,nacho cheese,37330,1.287,25.1,False,
2026-W11,2026-03-18,India,Doritos,doritos cool ranch,cool ranch,21814,1.283,37.8,False,
2026-W11,2026-03-18,India,Doritos,doritos flamin hot,flamin hot,31479,1.499,16.5,False,
2026-W11,2026-03-18,India,Doritos,doritos flamin hot lime,flamin hot lime,11111,1.389,-11.5,False,
2026-W11,2026-03-18,India,Doritos,doritos sweet chili,sweet chili,18218,1.518,-11.2,False,
2026-W11,2026-03-18,India,Doritos,doritos controversy,controversy,2109,0.527,1.9,False,
2026-W11,2026-03-18,India,category,best chips brand india,best chips brand india,59102,1.231,0.6,False,
2026-W11,2026-03-18,India,category,healthy snacks india,healthy snacks india,98215,1.383,7.9,False,
2026-W11,2026-03-18,India,category,chips on offer today,chips on offer today,52180,1.338,-10.2,False,
2026-W11,2026-03-18,India,category,snacks for ipl party,snacks for ipl party,106530,4.842,5.8,False,
2026-W11,2026-03-18,US,Lay's,lays chips,chips,65931,0.97,-3.7,False,
2026-W11,2026-03-18,US,Lay's,lays classic,classic,59663,1.085,-3.9,False,
2026-W11,2026-03-18,US,Lay's,lays sour cream onion,sour cream onion,26157,0.902,16.5,False,
2026-W11,2026-03-18,US,Lay's,lays baked,baked,27830,1.16,9.8,False,
2026-W11,2026-03-18,US,Lay's,lays chile limon,chile limon,22423,1.18,1.9,False,
2026-W11,2026-03-18,US,Lay's,lays world cup edition,world cup edition,3701,0.925,16.7,False,
2026-W11,2026-03-18,US,Lay's,buy lays bulk,buy  bulk,16071,0.893,12.9,False,
2026-W11,2026-03-18,US,Pringles,pringles chips,chips,64996,1.048,6.1,False,
2026-W11,2026-03-18,US,Pringles,pringles sour cream,sour cream,33333,0.98,8.1,False,
2026-W11,2026-03-18,US,Pringles,pringles original,original,32823,1.172,7.5,False,
2026-W11,2026-03-18,US,Pringles,pringles bbq,bbq,24812,1.182,23.3,False,
2026-W11,2026-03-18,US,Pringles,pringles wavy,wavy,12756,0.911,10.2,False,
2026-W11,2026-03-18,US,Pringles,pringles price drop,price drop,12982,1.18,-19.3,False,
2026-W11,2026-03-18,US,Doritos,doritos nacho cheese,nacho cheese,57357,0.989,16.9,False,
2026-W11,2026-03-18,US,Doritos,doritos cool ranch,cool ranch,53981,1.125,19.0,False,
2026-W11,2026-03-18,US,Doritos,doritos flamin hot,flamin hot,40602,0.967,35.9,False,
2026-W11,2026-03-18,US,Doritos,doritos flamin hot lime,flamin hot lime,16322,1.088,11.3,False,
2026-W11,2026-03-18,US,Doritos,doritos spicy nacho,spicy nacho,31224,1.007,18.7,False,
2026-W11,2026-03-18,US,Doritos,doritos controversy,controversy,3486,0.436,4.9,False,
2026-W11,2026-03-18,US,category,best chips brand,best chips brand,59155,1.138,17.2,False,
2026-W11,2026-03-18,US,category,healthy chip snacks,healthy chip snacks,77057,0.876,14.4,False,
2026-W11,2026-03-18,US,category,chips on sale near me,chips on sale near me,70184,1.114,0.9,False,
2026-W11,2026-03-18,US,category,super bowl snack ideas,super bowl snack ideas,44568,1.013,21.7,False,
2026-W12,2026-03-25,India,Lay's,lays chips,chips,93732,1.267,-9.0,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays magic masala,magic masala,73989,1.451,5.1,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays classic salted,classic salted,53228,1.401,3.9,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays american cream onion,american cream onion,39855,1.374,17.2,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays spanish tomato tango,spanish tomato tango,24872,1.131,7.0,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays max peri peri,max peri peri,20700,1.15,8.9,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays world cup edition,world cup edition,5789,1.158,4.2,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,buy lays online,buy  online,44786,1.445,-7.1,True,lays_crisis
2026-W12,2026-03-25,India,Lay's,lays price,price,38460,1.374,10.6,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles chips,chips,52849,1.391,3.7,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles original,original,30683,1.395,5.6,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles sour cream onion,sour cream onion,26945,1.497,8.9,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles wavy,wavy,12787,1.421,7.3,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles price india,price india,18763,1.173,-1.7,True,lays_crisis
2026-W12,2026-03-25,India,Pringles,pringles cheddar,cheddar,13891,1.263,12.2,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos nacho cheese,nacho cheese,40982,1.413,9.6,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos cool ranch,cool ranch,20427,1.202,11.2,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos flamin hot,flamin hot,29822,1.42,-11.2,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos flamin hot lime,flamin hot lime,9584,1.198,31.7,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos sweet chili,sweet chili,16822,1.402,-12.3,True,lays_crisis
2026-W12,2026-03-25,India,Doritos,doritos controversy,controversy,1819,0.455,1.6,True,lays_crisis
2026-W12,2026-03-25,India,category,best chips brand india,best chips brand india,64716,1.348,-17.6,True,lays_crisis
2026-W12,2026-03-25,India,category,healthy snacks india,healthy snacks india,98899,1.393,12.2,True,lays_crisis
2026-W12,2026-03-25,India,category,chips on offer today,chips on offer today,48267,1.238,17.9,True,lays_crisis
2026-W12,2026-03-25,India,category,snacks for ipl party,snacks for ipl party,71212,3.237,0.5,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays chips,chips,206991,3.044,0.6,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays classic,classic,146242,2.659,16.3,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays sour cream onion,sour cream onion,77614,2.676,7.4,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays baked,baked,79972,3.332,11.7,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays chile limon,chile limon,44195,2.326,25.7,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays world cup edition,world cup edition,11922,2.981,-10.0,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,buy lays bulk,buy  bulk,65467,3.637,1.7,True,lays_crisis
2026-W12,2026-03-25,US,Lay's,lays out of stock,out of stock,8735,2.912,3.7,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles chips,chips,64512,1.041,16.3,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles sour cream,sour cream,35945,1.057,13.8,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles original,original,32540,1.162,5.3,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles bbq,bbq,19082,0.909,8.5,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles wavy,wavy,13562,0.969,-6.5,True,lays_crisis
2026-W12,2026-03-25,US,Pringles,pringles price drop,price drop,11675,1.061,-4.8,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos nacho cheese,nacho cheese,54965,0.948,15.9,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos cool ranch,cool ranch,55091,1.148,4.9,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos flamin hot,flamin hot,36201,0.862,-20.7,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos flamin hot lime,flamin hot lime,15157,1.01,0.5,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos spicy nacho,spicy nacho,35723,1.152,-3.5,True,lays_crisis
2026-W12,2026-03-25,US,Doritos,doritos controversy,controversy,3127,0.391,3.1,True,lays_crisis
2026-W12,2026-03-25,US,category,best chips brand,best chips brand,58242,1.12,4.9,True,lays_crisis
2026-W12,2026-03-25,US,category,healthy chip snacks,healthy chip snacks,98448,1.119,19.7,True,lays_crisis
2026-W12,2026-03-25,US,category,chips on sale near me,chips on sale near me,60382,0.958,5.8,True,lays_crisis
2026-W12,2026-03-25,US,category,super bowl snack ideas,super bowl snack ideas,49066,1.115,-9.2,True,lays_crisis
2026-W13,2026-04-01,India,Lay's,lays chips,chips,92747,1.253,-0.2,False,
2026-W13,2026-04-01,India,Lay's,lays magic masala,magic masala,56914,1.116,7.4,False,
2026-W13,2026-04-01,India,Lay's,lays classic salted,classic salted,47407,1.248,-3.1,False,
2026-W13,2026-04-01,India,Lay's,lays american cream onion,american cream onion,32124,1.108,7.6,False,
2026-W13,2026-04-01,India,Lay's,lays spanish tomato tango,spanish tomato tango,28706,1.305,28.5,False,
2026-W13,2026-04-01,India,Lay's,lays max peri peri,max peri peri,24197,1.344,11.6,False,
2026-W13,2026-04-01,India,Lay's,lays world cup edition,world cup edition,5911,1.182,17.7,False,
2026-W13,2026-04-01,India,Lay's,buy lays online,buy  online,33421,1.078,30.3,False,
2026-W13,2026-04-01,India,Lay's,lays price,price,34575,1.235,14.7,False,
2026-W13,2026-04-01,India,Pringles,pringles chips,chips,42660,1.123,11.2,False,
2026-W13,2026-04-01,India,Pringles,pringles original,original,25432,1.156,4.3,False,
2026-W13,2026-04-01,India,Pringles,pringles sour cream onion,sour cream onion,19517,1.084,10.3,False,
